date,region,category,store_id,revenue,cost
2025-01-13,South,Accessories,S02,5084.96,3282.35
2025-01-13,South,Home,S02,5770.12,4036.44
2025-01-20,East,Apparel,E01,5150.86,3170.25
2025-01-20,East,Footwear,E01,5192.53,3416.26
2025-01-20,East,Accessories,E01,5733.39,3472.81
2025-01-20,East,Home,E01,5587.93,3829.25
2025-01-20,East,Apparel,E02,4253.54,2586.2
2025-01-20,East,Footwear,E02,4508.65,3009.62
2025-01-20,East,Accessories,E02,4221.07,2908.44
2025-01-20,East,Home,E02,4687.4,3102.77
2025-01-20,East,Apparel,E03,4655.18,3.04
2025-01-20,East,Footwear,E03,6214.95,4.17
2025-01-20,East,Accessories,E03,4483.08,2.99
2025-01-20,East,Home,E03,4582.18,3.09
2025-01-20,West,Apparel,W01,4210.33,2946.58
2025-01-20,West,Footwear,W01,6434.47,3997.84
2025-01-20,West,Accessories,W01,5245.89,3609.63
2025-01-20,West,Home,W01,6507.7,4007.28
2025-01-20,West,Apparel,W02,6810.99,4503.21
2025-01-20,West,Footwear,W02,7223.93,4340.01
2025-01-20,West,Accessories,W02,6233.74,4153.78
2025-01-20,West,Home,W02,6360.32,3889.61
2025-01-20,North,Apparel,N01,4396.22,2757.46
2025-01-20,North,Footwear,N01,6108.0,3789.16
2025-01-20,North,Accessories,N01,5661.58,3673.53
2025-01-20,North,Home,N01,7228.77,4403.98
2025-01-20,North,Apparel,N02,5068.88,3043.13
2025-01-20,North,Footwear,N02,6529.73,4088.89
2025-01-20,North,Accessories,N02,6329.94,4068.69
2025-01-20,North,Home,N02,3711.32,2554.54
2025-01-20,South,Apparel,S01,6818.14,4659.92
2025-01-20,South,Footwear,S01,5378.63,3295.73
2025-01-20,South,Accessories,S01,5353.21,3638.11
2025-01-20,South,Home,S01,7154.64,4443.09
2025-01-20,South,Apparel,S02,4400.5,2983.59
2025-01-20,South,Footwear,S02,6571.36,4350.68
2025-01-20,South,Accessories,S02,4879.74,3349.75
2025-01-20,South,Home,S02,7408.32,5097.97
2025-01-27,East,Apparel,E01,3653.73,2313.61
2025-01-27,East,Footwear,E01,6887.9,4727.9
2025-01-27,East,Accessories,E01,5863.97,3980.1
2025-01-27,East,Home,E01,4442.89,3047.2
2025-01-27,East,Apparel,E02,4249.42,2745.25
2025-01-27,East,Footwear,E02,4978.17,3100.2
2025-01-27,East,Accessories,E02,3653.97,2312.33
2025-01-27,East,Home,E02,6893.32,4328.4
2025-01-27,East,Apparel,E03,4971.02,3.47
2025-01-27,East,Footwear,E03,5834.42,3.57
2025-01-27,East,Accessories,E03,6183.98,4.31
2025-01-27,East,Home,E03,4227.34,2.72
2025-01-27,West,Apparel,W01,6014.68,3973.42
2025-01-27,West,Footwear,W01,5461.27,3591.65
2025-01-27,West,Accessories,W01,5012.74,3008.49
2025-01-27,West,Home,W01,6897.13,4634.48
2025-01-27,West,Apparel,W02,6502.69,4138.46
2025-01-27,West,Footwear,W02,4391.69,2780.03
2025-01-27,West,Accessories,W02,5338.56,3587.38
2025-01-27,West,Home,W02,4761.17,3051.14
2025-01-27,North,Apparel,N01,5044.33,3090.81
2025-01-27,North,Footwear,N01,5781.97,3860.81
2025-01-27,North,Accessories,N01,6932.04,4367.84
2025-01-27,North,Home,N01,5130.69,3225.62
2025-01-27,North,Apparel,N02,5428.03,3612.19
2025-01-27,North,Footwear,N02,5385.88,3346.63
2025-01-27,North,Accessories,N02,5912.95,4018.46
2025-01-27,North,Home,N02,4175.98,2720.84
2025-01-27,South,Apparel,S01,5761.43,3928.39
2025-01-27,South,Footwear,S01,6534.22,4067.32
2025-01-27,South,Accessories,S01,4201.71,2623.9
2025-01-27,South,Home,S01,5862.95,3560.47
2025-01-27,South,Apparel,S02,5433.2,3365.56
2025-01-27,South,Footwear,S02,6143.04,3835.7
2025-01-27,South,Accessories,S02,5431.75,3666.96
2025-01-27,South,Home,S02,5871.78,3772.7
2025-02-03,East,Apparel,E01,4159.82,2711.35
2025-02-03,East,Footwear,E01,3712.48,2542.43
2025-02-03,East,Accessories,E01,5360.97,3574.47
2025-02-03,East,Home,E01,6682.65,4644.47
2025-02-03,East,Apparel,E02,5744.08,3859.6
2025-02-03,East,Footwear,E02,5535.97,3624.88
2025-02-03,East,Accessories,E02,6608.35,4278.69
2025-02-03,East,Home,E02,4271.46,2835.25
2025-02-03,East,Apparel,E03,5322.93,3.53
2025-02-03,East,Footwear,E03,4158.56,2.61
2025-02-03,East,Accessories,E03,4370.77,2.86
2025-02-03,East,Home,E03,3934.11,2.63
2025-02-03,West,Apparel,W01,5660.42,3626.97
2025-02-03,West,Footwear,W01,5606.81,3480.05
2025-02-03,West,Accessories,W01,5762.17,3793.86
2025-02-03,West,Home,W01,6607.77,4470.55
2025-02-03,West,Apparel,W02,4694.87,2982.07
2025-02-03,West,Footwear,W02,6792.35,4723.01
2025-02-03,West,Accessories,W02,5590.87,3659.86
2025-02-03,West,Home,W02,5558.17,3456.86
2025-02-03,North,Apparel,N01,4871.67,3086.75
2025-02-03,North,Footwear,N01,6000.85,3699.55
2025-02-03,North,Accessories,N01,5066.51,3355.17
2025-02-03,North,Home,N01,4047.66,2657.04
2025-02-03,North,Apparel,N02,4253.8,2610.0
2025-02-03,North,Footwear,N02,4966.09,3167.92
2025-02-03,North,Accessories,N02,4534.13,3065.63
2025-02-03,North,Home,N02,5468.26,3735.87
2025-02-03,South,Apparel,S01,4417.18,2658.87
2025-02-03,South,Footwear,S01,6262.38,3976.59
2025-02-03,South,Accessories,S01,6368.93,4236.46
2025-02-03,South,Home,S01,6916.87,4288.02
2025-02-03,South,Apparel,S02,3829.18,2345.84
2025-02-03,South,Footwear,S02,6166.38,3834.23
2025-02-03,South,Accessories,S02,6509.58,4014.97
2025-02-03,South,Home,S02,6191.89,3786.05
2025-02-10,East,Apparel,E01,5837.66,3565.7
2025-02-10,East,Footwear,E01,3637.6,2428.95
2025-02-10,East,Accessories,E01,6241.52,4191.19
2025-02-10,East,Home,E01,4069.13,2696.71
2025-02-10,East,Apparel,E02,3755.25,2572.46
2025-02-10,East,Footwear,E02,4970.62,3471.4
2025-02-10,East,Accessories,E02,5705.2,3667.52
2025-02-10,East,Home,E02,4744.63,3008.68
2025-02-10,East,Apparel,E03,5765.51,3.52
2025-02-10,East,Footwear,E03,6553.54,4.48
2025-02-10,East,Accessories,E03,5602.31,3.77
2025-02-10,East,Home,E03,6099.56,4.15
2025-02-10,West,Apparel,W01,5689.25,3661.36
2025-02-10,West,Footwear,W01,6004.65,4114.21
2025-02-10,West,Accessories,W01,6054.76,4166.66
2025-02-10,West,Home,W01,4776.5,3157.42
2025-02-10,West,Apparel,W02,4730.3,3240.71
2025-02-10,West,Footwear,W02,4355.2,2960.59
2025-02-10,West,Accessories,W02,5492.98,3680.95
2025-02-10,West,Home,W02,4428.32,3076.82
2025-02-10,North,Apparel,N01,4518.27,2931.71
2025-02-10,North,Footwear,N01,6622.25,4401.08
2025-02-10,North,Accessories,N01,5889.63,3588.58
2025-02-10,North,Home,N01,4924.45,3105.46
2025-02-10,North,Apparel,N02,5809.18,3793.93
2025-02-10,North,Footwear,N02,5628.32,3563.17
2025-02-10,North,Accessories,N02,5925.84,3704.48
2025-02-10,North,Home,N02,4162.01,2546.96
2025-02-10,South,Apparel,S01,6000.0,3711.09
2025-02-10,South,Footwear,S01,4711.7,3168.42
2025-02-10,South,Accessories,S01,7080.03,4448.38
2025-02-10,South,Home,S01,4105.73,2556.84
2025-02-10,South,Apparel,S02,4165.62,2721.87
2025-02-10,South,Footwear,S02,5368.44,3518.13
2025-02-10,South,Accessories,S02,5730.84,3936.21
2025-02-10,South,Home,S02,5978.6,3930.37
2025-02-17,East,Apparel,E01,4341.84,2685.15
2025-02-17,East,Footwear,E01,4125.03,2672.08
2025-02-17,East,Accessories,E01,5783.37,3512.87
2025-02-17,East,Home,E01,4893.41,3009.05
2025-02-17,East,Apparel,E02,4440.59,3105.71
2025-02-17,East,Footwear,E02,4184.45,2764.38
2025-02-17,East,Accessories,E02,5495.65,3584.58
2025-02-17,East,Home,E02,4827.34,3311.64
2025-02-17,East,Apparel,E03,5442.77,3.6
2025-02-17,East,Footwear,E03,5574.27,3.87
2025-02-17,East,Accessories,E03,3974.99,2.65
2025-02-17,East,Home,E03,3813.78,2.32
2025-02-17,West,Apparel,W01,4047.72,2668.99
2025-02-17,West,Footwear,W01,4704.27,3155.13
2025-02-17,West,Accessories,W01,6173.85,4128.69
2025-02-17,West,Home,W01,7304.78,4839.46
2025-02-17,West,Apparel,W02,6632.57,4261.52
2025-02-17,West,Footwear,W02,5916.03,4087.04
2025-02-17,West,Accessories,W02,6042.94,3726.03
2025-02-17,West,Home,W02,5271.31,3462.83
2025-02-17,North,Apparel,N01,4590.27,3070.28
2025-02-17,North,Footwear,N01,6771.98,4402.11
2025-02-17,North,Accessories,N01,5121.86,3093.53
2025-02-17,North,Home,N01,5210.04,3256.47
2025-02-17,North,Apparel,N02,4762.2,3255.42
2025-02-17,North,Footwear,N02,6366.64,4456.38
2025-02-17,North,Accessories,N02,5854.27,3536.11
2025-02-17,North,Home,N02,6356.46,4228.01
2025-02-17,South,Apparel,S01,6444.71,4244.05
2025-02-17,South,Footwear,S01,6012.48,3662.35
2025-02-17,South,Accessories,S01,4973.24,3317.22
2025-02-17,South,Home,S01,6476.44,4335.12
2025-02-17,South,Apparel,S02,5403.75,3681.88
2025-02-17,South,Footwear,S02,5711.23,3606.37
2025-02-17,South,Accessories,S02,5545.91,3551.7
2025-02-17,South,Home,S02,6206.69,4132.2
2025-02-24,East,Apparel,E01,4412.59,2730.33
2025-02-24,East,Footwear,E01,4800.4,3180.46
2025-02-24,East,Accessories,E01,5304.57,3474.08
2025-02-24,East,Home,E01,6015.2,4029.13
2025-02-24,East,Apparel,E02,3811.86,2519.21
2025-02-24,East,Footwear,E02,3946.83,2585.5
2025-02-24,East,Accessories,E02,4666.05,3262.62
2025-02-24,East,Home,E02,6004.22,3673.06
2025-02-24,East,Apparel,E03,5181.93,3.48
2025-02-24,East,Footwear,E03,4737.57,3.24
2025-02-24,East,Accessories,E03,5912.78,3.87
2025-02-24,East,Home,E03,5015.18,3.26
2025-02-24,West,Apparel,W01,7287.42,4573.77
2025-02-24,West,Footwear,W01,6407.76,4443.3
2025-02-24,West,Accessories,W01,6014.44,3778.78
2025-02-24,West,Home,W01,5097.01,3567.35
2025-02-24,West,Apparel,W02,5203.2,3402.15
2025-02-24,West,Footwear,W02,5206.37,3406.75
2025-02-24,West,Accessories,W02,5295.51,3277.21
2025-02-24,West,Home,W02,6324.18,3942.22
2025-02-24,North,Apparel,N01,5883.35,3968.15
2025-02-24,North,Footwear,N01,6648.17,4245.57
2025-02-24,North,Accessories,N01,6524.15,4554.39
2025-02-24,North,Home,N01,5094.16,3312.37
2025-02-24,North,Apparel,N02,6341.82,4359.49
2025-02-24,North,Footwear,N02,5473.33,3534.09
2025-02-24,North,Accessories,N02,6197.61,4124.37
2025-02-24,North,Home,N02,4539.35,3163.57
2025-02-24,South,Apparel,S01,5330.54,3544.72
2025-02-24,South,Footwear,S01,7180.97,4925.67
2025-02-24,South,Accessories,S01,5067.09,3404.43
2025-02-24,South,Home,S01,6903.19,4166.7
2025-02-24,South,Apparel,S02,4416.27,3056.47
2025-02-24,South,Footwear,S02,7508.57,4830.99
2025-02-24,South,Accessories,S02,4513.13,3101.68
2025-02-24,South,Home,S02,5667.1,3912.24
2025-03-03,East,Apparel,E01,3433.4,2160.76
2025-03-03,East,Footwear,E01,4205.79,2746.87
2025-03-03,East,Accessories,E01,5327.5,3287.06
2025-03-03,East,Home,E01,4020.18,2661.24
2025-03-03,East,Apparel,E02,4004.72,2460.15
2025-03-03,East,Footwear,E02,4521.39,2828.28
2025-03-03,East,Accessories,E02,3775.03,2605.23
2025-03-03,East,Home,E02,4964.47,3197.98
2025-03-03,East,Apparel,E03,4014.51,2.67
2025-03-03,East,Footwear,E03,4424.96,3.03
2025-03-03,East,Accessories,E03,3967.6,2.57
2025-03-03,East,Home,E03,4221.8,2.78
2025-03-03,West,Apparel,W01,6870.76,4794.38
2025-03-03,West,Footwear,W01,5857.35,3845.89
2025-03-03,West,Accessories,W01,6523.24,3945.94
2025-03-03,West,Home,W01,5970.49,4122.12
2025-03-03,West,Apparel,W02,5286.3,3492.69
2025-03-03,West,Footwear,W02,5333.67,3531.36
2025-03-03,West,Accessories,W02,6467.88,4307.08
2025-03-03,West,Home,W02,6860.31,4735.95
2025-03-03,North,Apparel,N01,5864.39,3777.15
2025-03-03,North,Footwear,N01,6165.56,3754.91
2025-03-03,North,Accessories,N01,5263.86,3250.77
2025-03-03,North,Home,N01,4549.29,3171.53
2025-03-03,North,Apparel,N02,6216.51,4246.17
2025-03-03,North,Footwear,N02,5216.21,3381.07
2025-03-03,North,Accessories,N02,6915.65,4383.63
2025-03-03,North,Home,N02,4874.42,2993.26
2025-03-03,South,Apparel,S01,7593.7,5106.17
2025-03-03,South,Footwear,S01,7790.74,5301.28
2025-03-03,South,Accessories,S01,5537.5,3330.21
2025-03-03,South,Home,S01,5707.23,3808.34
2025-03-03,South,Apparel,S02,6281.95,4285.81
2025-03-03,South,Footwear,S02,6454.23,4023.45
2025-03-03,South,Accessories,S02,4505.25,2956.08
2025-03-03,South,Home,S02,6539.71,3965.17
2025-03-10,East,Apparel,E01,5382.36,3392.07
2025-03-10,East,Footwear,E01,4212.1,2925.83
2025-03-10,East,Accessories,E01,4261.95,2598.59
2025-03-10,East,Home,E01,5365.71,3462.84
2025-03-10,East,Apparel,E02,4846.03,3366.04
2025-03-10,East,Footwear,E02,4788.65,2947.19
2025-03-10,East,Accessories,E02,4190.9,2719.62
2025-03-10,East,Home,E02,4948.51,2985.3
2025-03-10,East,Apparel,E03,3885.04,2.7
2025-03-10,East,Footwear,E03,5247.42,3.51
2025-03-10,East,Accessories,E03,5361.73,3.41
2025-03-10,East,Home,E03,4232.69,2.59
2025-03-10,West,Apparel,W01,6679.38,4450.32
2025-03-10,West,Footwear,W01,6221.44,3746.15
2025-03-10,West,Accessories,W01,6215.21,3807.39
2025-03-10,West,Home,W01,5358.56,3625.15
2025-03-10,West,Apparel,W02,4489.7,3084.29
2025-03-10,West,Footwear,W02,4773.27,3293.81
2025-03-10,West,Accessories,W02,4424.72,2718.85
2025-03-10,West,Home,W02,4296.18,2652.68
2025-03-10,North,Apparel,N01,5578.18,3355.2
2025-03-10,North,Footwear,N01,6217.16,3931.59
2025-03-10,North,Accessories,N01,4241.4,2859.43
2025-03-10,North,Home,N01,6027.9,3903.82
2025-03-10,North,Apparel,N02,6541.35,3996.15
2025-03-10,North,Footwear,N02,6182.57,3736.35
2025-03-10,North,Accessories,N02,7020.2,4578.19
2025-03-10,North,Home,N02,6049.06,3666.23
2025-03-10,South,Apparel,S01,5489.86,3670.57
2025-03-10,South,Footwear,S01,6096.66,3702.8
2025-03-10,South,Accessories,S01,4464.29,2707.9
2025-03-10,South,Home,S01,5102.07,3341.02
2025-03-10,South,Apparel,S02,5631.8,3677.88
2025-03-10,South,Footwear,S02,5638.41,3438.97
2025-03-10,South,Accessories,S02,6732.21,4477.54
2025-03-10,South,Home,S02,6783.01,4215.66
2025-03-17,East,Apparel,E01,3819.02,2420.85
2025-03-17,East,Footwear,E01,4501.82,2743.9
2025-03-17,East,Accessories,E01,4659.18,2969.9
2025-03-17,East,Home,E01,4129.93,2505.68
2025-03-17,East,Apparel,E02,4500.03,2743.47
2025-03-17,East,Footwear,E02,5640.92,3698.4
2025-03-17,East,Accessories,E02,4980.08,3152.21
2025-03-17,East,Home,E02,3620.67,2413.3
2025-03-17,East,Apparel,E03,5061.24,3.4
2025-03-17,East,Footwear,E03,6016.64,3.82
2025-03-17,East,Accessories,E03,4616.21,3.07
2025-03-17,East,Home,E03,3678.55,2.52
2025-03-17,West,Apparel,W01,5549.7,3648.43
2025-03-17,West,Footwear,W01,7093.79,4947.6
2025-03-17,West,Accessories,W01,6821.97,4531.63
2025-03-17,West,Home,W01,4576.41,3125.44
2025-03-17,West,Apparel,W02,4645.24,3113.56
2025-03-17,West,Footwear,W02,4928.09,2959.86
2025-03-17,West,Accessories,W02,6920.5,4429.66
2025-03-17,West,Home,W02,4694.95,2831.36
2025-03-17,North,Apparel,N01,6079.01,3902.62
2025-03-17,North,Footwear,N01,5055.22,3397.91
2025-03-17,North,Accessories,N01,6629.96,4034.3
2025-03-17,North,Home,N01,4002.04,2648.49
2025-03-17,North,Apparel,N02,5939.01,3956.53
2025-03-17,North,Footwear,N02,5573.52,3496.36
2025-03-17,North,Accessories,N02,5973.65,3841.01
2025-03-17,North,Home,N02,5190.29,3366.75
2025-03-17,South,Apparel,S01,5637.63,3605.41
2025-03-17,South,Footwear,S01,5401.33,3403.6
2025-03-17,South,Accessories,S01,4440.76,2777.93
2025-03-17,South,Home,S01,4643.42,3132.92
2025-03-17,South,Apparel,S02,4565.91,3060.84
2025-03-17,South,Footwear,S02,6063.11,4126.67
2025-03-17,South,Accessories,S02,4671.99,2822.96
2025-03-17,South,Home,S02,4544.49,3118.48
2025-03-24,East,Apparel,E01,4297.98,2883.73
2025-03-24,East,Footwear,E01,4070.95,2451.06
2025-03-24,East,Accessories,E01,4428.03,2930.53
2025-03-24,East,Home,E01,5911.88,3599.23
2025-03-24,East,Apparel,E02,4583.97,3020.32
2025-03-24,East,Footwear,E02,4580.54,2890.45
2025-03-24,East,Accessories,E02,4072.81,2512.16
2025-03-24,East,Home,E02,4285.61,2789.91
2025-03-24,East,Apparel,E03,4818.68,3.24
2025-03-24,East,Footwear,E03,5762.63,3.59
2025-03-24,East,Accessories,E03,3501.52,2.31
2025-03-24,East,Home,E03,5437.13,3.36
2025-03-24,West,Apparel,W01,6542.52,4419.11
2025-03-24,West,Footwear,W01,6443.36,4461.48
2025-03-24,West,Accessories,W01,6061.95,4015.75
2025-03-24,West,Home,W01,7008.37,4310.82
2025-03-24,West,Apparel,W02,4308.65,2715.66
2025-03-24,West,Footwear,W02,4556.99,2965.39
2025-03-24,West,Accessories,W02,5062.87,3066.52
2025-03-24,West,Home,W02,6163.25,4230.61
2025-03-24,North,Apparel,N01,6963.19,4530.99
2025-03-24,North,Footwear,N01,5646.38,3834.92
2025-03-24,North,Accessories,N01,6863.15,4673.68
2025-03-24,North,Home,N01,5953.51,3855.27
2025-03-24,North,Apparel,N02,4211.38,2570.42
2025-03-24,North,Footwear,N02,6725.55,4515.75
2025-03-24,North,Accessories,N02,5341.5,3337.23
2025-03-24,North,Home,N02,5441.36,3549.26
2025-03-24,South,Apparel,S01,4522.36,2841.35
2025-03-24,South,Footwear,S01,5242.8,3459.14
2025-03-24,South,Accessories,S01,6795.64,4122.18
2025-03-24,South,Home,S01,4599.0,2890.08
2025-03-24,South,Apparel,S02,6597.8,4556.67
2025-03-24,South,Footwear,S02,6633.85,4366.89
2025-03-24,South,Accessories,S02,4448.75,3099.75
2025-03-24,South,Home,S02,6182.4,4077.32
2025-03-31,East,Apparel,E01,4752.02,3030.21
2025-03-31,East,Footwear,E01,5588.79,3727.79
2025-03-31,East,Accessories,E01,5607.24,3748.67
2025-03-31,East,Home,E01,4737.25,3042.93
2025-03-31,East,Apparel,E02,3585.66,2216.03
2025-03-31,East,Footwear,E02,4173.05,2706.75
2025-03-31,East,Accessories,E02,3580.84,2176.14
2025-03-31,East,Home,E02,4959.99,3358.35
2025-03-31,East,Apparel,E03,5078.3,3.07
2025-03-31,East,Footwear,E03,4353.65,2.67
2025-03-31,East,Accessories,E03,3946.48,2.7
2025-03-31,East,Home,E03,5530.4,3.41
2025-03-31,West,Apparel,W01,5427.03,3623.28
2025-03-31,West,Footwear,W01,4846.4,3045.93
2025-03-31,West,Accessories,W01,6429.09,4200.77
2025-03-31,West,Home,W01,5441.91,3520.38
2025-03-31,West,Apparel,W02,6586.73,4575.89
2025-03-31,West,Footwear,W02,7176.03,4507.82
2025-03-31,West,Accessories,W02,5380.83,3748.43
2025-03-31,West,Home,W02,7112.91,4366.19
2025-03-31,North,Apparel,N01,5079.5,3491.71
2025-03-31,North,Footwear,N01,5422.0,3711.84
2025-03-31,North,Accessories,N01,6522.65,4411.34
2025-03-31,North,Home,N01,5417.32,3330.22
2025-03-31,North,Apparel,N02,6018.19,3744.54
2025-03-31,North,Footwear,N02,5400.03,3254.42
2025-03-31,North,Accessories,N02,4327.9,2698.78
2025-03-31,North,Home,N02,7081.22,4268.69
2025-03-31,South,Apparel,S01,7543.38,5016.32
2025-03-31,South,Footwear,S01,6148.63,3865.57
2025-03-31,South,Accessories,S01,7013.51,4305.45
2025-03-31,South,Home,S01,6295.88,3780.83
2025-03-31,South,Apparel,S02,4192.05,2865.25
2025-03-31,South,Footwear,S02,6139.15,4007.5
2025-03-31,South,Accessories,S02,4315.9,2719.51
2025-03-31,South,Home,S02,4239.88,2880.53
2025-04-07,East,Apparel,E01,3518.91,2429.86
2025-04-07,East,Footwear,E01,4238.66,2761.65
2025-04-07,East,Accessories,E01,3556.87,2286.8
2025-04-07,East,Home,E01,4490.66,2881.46
2025-04-07,East,Apparel,E02,3904.75,2723.43
2025-04-07,East,Footwear,E02,3423.96,2228.08
2025-04-07,East,Accessories,E02,5705.68,3646.19
2025-04-07,East,Home,E02,4503.66,3144.02
2025-04-07,East,Apparel,E03,3055.02,2.07
2025-04-07,East,Footwear,E03,4270.05,2.83
2025-04-07,East,Accessories,E03,5358.09,3.39
2025-04-07,East,Home,E03,3380.28,2.3
2025-04-07,West,Apparel,W01,4984.95,3222.58
2025-04-07,West,Footwear,W01,6517.2,4439.19
2025-04-07,West,Accessories,W01,4612.27,2978.46
2025-04-07,West,Home,W01,4627.24,2868.64
2025-04-07,West,Apparel,W02,4677.59,3047.63
2025-04-07,West,Footwear,W02,7331.85,4584.84
2025-04-07,West,Accessories,W02,6127.64,3895.32
2025-04-07,West,Home,W02,7101.49,4496.61
2025-04-07,North,Apparel,N01,4442.5,3060.65
2025-04-07,North,Footwear,N01,7012.91,4478.9
2025-04-07,North,Accessories,N01,7215.6,4688.35
2025-04-07,North,Home,N01,7093.67,4824.51
2025-04-07,North,Apparel,N02,5905.99,3899.4
2025-04-07,North,Footwear,N02,6808.63,4303.88
2025-04-07,North,Accessories,N02,4566.33,2879.75
2025-04-07,North,Home,N02,5970.0,3993.79
2025-04-07,South,Apparel,S01,4790.98,3291.42
2025-04-07,South,Footwear,S01,5802.58,3640.86
2025-04-07,South,Accessories,S01,7889.46,4792.88
2025-04-07,South,Home,S01,6000.11,4080.73
2025-04-07,South,Apparel,S02,6870.39,4220.33
2025-04-07,South,Footwear,S02,6416.83,3872.43
2025-04-07,South,Accessories,S02,4627.96,2946.31
2025-04-07,South,Home,S02,5443.91,3595.75
2025-04-14,East,Apparel,E01,4577.97,2917.09
2025-04-14,East,Footwear,E01,5079.2,3316.44
2025-04-14,East,Accessories,E01,4257.29,2660.64
2025-04-14,East,Home,E01,3617.01,2350.71
2025-04-14,East,Apparel,E02,3635.46,2276.44
2025-04-14,East,Footwear,E02,3763.89,2633.35
2025-04-14,East,Accessories,E02,4187.1,2717.93
2025-04-14,East,Home,E02,3721.42,2401.08
2025-04-14,East,Apparel,E03,4608.18,2.81
2025-04-14,East,Footwear,E03,5143.93,3.25
2025-04-14,East,Accessories,E03,3663.65,2.4
2025-04-14,East,Home,E03,5684.63,3.82
2025-04-14,West,Apparel,W01,7293.96,4955.29
2025-04-14,West,Footwear,W01,5346.14,3315.13
2025-04-14,West,Accessories,W01,4891.2,2947.58
2025-04-14,West,Home,W01,5770.92,3926.34
2025-04-14,West,Apparel,W02,6051.36,3682.99
2025-04-14,West,Footwear,W02,5673.21,3811.76
2025-04-14,West,Accessories,W02,6151.59,4197.44
2025-04-14,West,Home,W02,4835.66,3212.01
2025-04-14,North,Apparel,N01,5801.29,3680.64
2025-04-14,North,Footwear,N01,7332.66,4868.74
2025-04-14,North,Accessories,N01,5201.73,3346.07
2025-04-14,North,Home,N01,6419.76,3931.56
2025-04-14,North,Apparel,N02,4354.12,2752.96
